
开始运行: pipeline_countdown.py
 切换到门店：Woolworths Avonhead

 正在爬取分类：Egg - https://www.woolworths.co.nz/shop/browse/pantry/eggs
 共找到 109 个商品
[Egg] Woodland Eggs Free Range Size 6 Carton 10pack | 总价: 7.9|总数量：10pk | 单位价: 0.79 单位： ea | Promo: 1
 插入成功: Pams Free Range Size 8 Eggs | $6.79 | Promo: 0
 插入成功: Nutritional Farm Large Size 7 Eggs | $11.99 | Promo: 0
 插入成功: Nutritional Farm Jumbo Size 8 Eggs | $12.99 | Promo: 0
 插入成功: Henergy Barn Size 6 Eggs | $15.79 | Promo: 0
 插入成功: Nutritional Farm Mixed Grade Eggs | $11.69 | Promo: 0
 插入成功: Nutritional Farm Mixed Grade Pastured Eggs | $6.29 | Promo: 0
 插入成功: Nutritional Farm Large Pastured Size 7 Eggs | $6.69 | Promo: 0
 插入成功: Nutritional Farm Jumbo Pastured Size 8 Eggs | $6.99 | Promo: 0
 插入成功: Henergy Cage Free Size 7 Eggs | $15.99 | Promo: 1
 插入成功: Henergy Cage-Free A Grade Jumbo Eggs | $9.99 | Promo: 0
 插入成功: Pams Cage Free Barn Size 8 Eggs | $7.99 | Promo: 0
 插入成功: Woodland Egg Whites | $9.49 | Promo: 0
 插入成功: New Day Free Range Size 6 Eggs | $16.99 | Promo: 0
 爬取 Milk @ store bfe3a4ae-2f6d-46ed-ba60-28451a4807bf
 正在访问: https://www.newworld.co.nz/shop/category/fresh-foods-and-bakery/dairy--eggs/fresh-milk?storeId=bfe3a4ae-2f6d-46ed-ba60-28451a4807bf
没有弹窗按钮，或点击失败，跳过
 插入成功: Value Standard Milk | $4.39 | Promo: 0
 插入成功: Value Standard Milk | $6.65 | Promo: 0
 插入成功: Pams Standard Milk | $4.99 | Promo: 0
 插入成功: Pams Standard Milk | $2.95 | Promo: 0
 插入成功: Pams Lite Milk | $4.99 | Promo: 0
 插入成功: Meadow Fresh Original Fresh Milk | $5.59 | Promo: 0
 插入成功: Value Trim Milk | $4.39 | Promo: 0
 插入成功: Meadow Fresh Original Fresh Milk | $3.39 | Promo: 0
 插入成功: Pams Standard Milk | $7.99 | Promo: 0
 插入成功: Pams Trim Milk | $2.95 | Promo: 0
 插入成功: Pams Calci Smart Milk | $6.29 | Promo: 0
 插入成功: Pams Trim Milk | $4.99 | Promo: 0
 插入成功: Pams Lite Milk | $2.95 | Promo: 0
 插入成功: Meadow Fresh Original Fresh Milk | $1.65 | Promo: 0
 插入成功: Meadow Fresh Calci-Trim Fresh Milk | $6.75 | Promo: 0
 插入成功: Pams Calci Smart Milk | $3.55 | Promo: 0
 插入成功: Meadow Fresh Calci-Trim Fresh Milk | $3.65 | Promo: 0
 插入成功: Meadow Fresh Lite Fresh Milk | $5.59 | Promo: 0
 插入成功: Meadow Fresh Original Fresh Milk | $8.39 | Promo: 0
 插入成功: Meadow Fresh Trim Fresh Milk | $5.59 | Promo: 0
 插入成功: Meadow Fresh Trim Fresh Milk | $3.39 | Promo: 0
 插入成功: Anchor A2 Blue Milk | $7.49 | Promo: 0
 插入成功: Value Trim Milk | $6.65 | Promo: 0
 插入成功: Meadow Fresh Lite Fresh Milk | $3.39 | Promo: 0
 插入成功: Meadow Fresh Farmhouse Fresh Full Cream Milk | $6.89 | Promo: 0
 插入成功: Pams Trim Milk | $7.99 | Promo: 0
 插入成功: Meadow Fresh Trim Fresh Milk | $1.65 | Promo: 0
 插入成功: Naturalea Organic Milk | $4.89 | Promo: 0
 插入成功: Meadow Fresh Cultured Buttermilk | $5.15 | Promo: 0
 插入成功: Meadow Fresh Organic Original Fresh Milk | $7.49 | Promo: 0
 插入成功: Lewis Road Creamery A2 Protein Homogenised Milk | $7.29 | Promo: 0
 插入成功: Anchor A2 Lite Milk | $7.49 | Promo: 0
 插入成功: Lewis Road Creamery Non-Homogenised Jersey Milk | $6.75 | Promo: 0
 插入成功: Lewis Road Creamery Half & Half Jersey Milk | $7.49 | Promo: 0
 插入成功: Puhoi Valley Fresh Creamy Half & Half Milk | $7.55 | Promo: 0
 插入成功: Puhoi Valley Black Forest Milk with Real Chocolate | $3.69 | Promo: 1
 插入成功: Puhoi Valley Black Forest Milk With Real Chocolate | $8.59 | Promo: 0
 爬取 Meat @ store bfe3a4ae-2f6d-46ed-ba60-28451a4807bf
 正在访问: https://www.newworld.co.nz/shop/category/fresh-foods-and-bakery/butchery/fresh-beef--lamb?storeId=bfe3a4ae-2f6d-46ed-ba60-28451a4807bf
没有弹窗按钮，或点击失败，跳过
 插入成功: Prime Beef Mince | $20.49 | Promo: 0
 插入成功: Lamb Leg Roast | $18.79 | Promo: 1
 插入成功: NZ Premium Beef Mince | $21.99 | Promo: 1
 插入成功: Lamb Shoulder Chops | $17.99 | Promo: 1
 插入成功: Beef Rump Steak | $25.99 | Promo: 1
 插入成功: Lamb Steak | $24.99 | Promo: 1
 插入成功: Wilson Hellaby Corned Silverside | $17.89 | Promo: 0
 插入成功: Lamb Butterfly Leg Roasts | $29.99 | Promo: 1
 插入成功: Beef Scotch Fillet Steak | $42.99 | Promo: 0
 插入成功: NZ Beef Porterhouse Steak | $36.99 | Promo: 0
 插入成功: Lamb Loin Chops | $28.99 | Promo: 0
 插入成功: Vacuum Packed Whole Lamb Leg | $18.79 | Promo: 1
 插入成功: NZ Beef Schnitzel | $27.49 | Promo: 0
 插入成功: Mega Lamb Shoulder Chops | $17.99 | Promo: 1
 插入成功: Crumbed Beef Schnitzel | $27.49 | Promo: 0
 插入成功: Beef Fillet Steak | $63.99 | Promo: 0
 插入成功: NZ Stir Fry Beef | $30.49 | Promo: 0
 插入成功: NZ Diced Beef | $30.49 | Promo: 0
 插入成功: Mega Beef Rump Steak | $27.99 | Promo: 0
 插入成功: Beef Soup Bones | $6.99 | Promo: 0
 插入成功: Mega Beef Steak Mince | $19.49 | Promo: 0
 插入成功: NZ Beef Bolar Roast | $26.49 | Promo: 0
 插入成功: NZ Beef Blade Steak | $27.49 | Promo: 0
 插入成功: Mega Beef Porterhouse Steak | $35.99 | Promo: 0
 插入成功: Harris Farms Corned Silverside Beef | $20.05 | Promo: 0
 插入成功: Lamb Mince | $27.99 | Promo: 0
 插入成功: Harris Farms Italian Shorts Beef Sausages | $9.39 | Promo: 0
 插入成功: NZ Beef Topside Roast | $27.99 | Promo: 0
 插入成功: NZ Beef Chuck Steak | $28.49 | Promo: 0
 插入成功: Unsliced Beef Fillet Steak | $63.99 | Promo: 0
 插入成功: NZ Tenderised Beef Steak | $29.49 | Promo: 0
 插入成功: Lamb Shanks (Knuckles) | $28.49 | Promo: 0
 插入成功: Premium Quality Beef Mince | $23.49 | Promo: 0
 插入成功: Mega Beef Ribeye Steak | $41.99 | Promo: 0
 插入成功: Mega Lamb Loin Chops | $27.99 | Promo: 0
 插入成功: Beef Rolled Rib Roast Plain | $21.99 | Promo: 0
 插入成功: NZ Lambs Fry | $13.99 | Promo: 0
 插入成功: Whole Beef Ribeye | $39.99 | Promo: 0
 插入成功: NZ Frenched Lamb Rack | $58.99 | Promo: 0
 插入成功: Beef Cheeks | $28.99 | Promo: 0
 插入成功: Beef Rump Roast | $27.29 | Promo: 0
 插入成功: NZ Lamb Boneless Rolled Forquarter | $29.99 | Promo: 0
 插入成功: Lamb Hearts | $15.49 | Promo: 0
 插入成功: Whole Beef Fillet | $48.99 | Promo: 0
 插入成功: Beef Rump Steak Eye Cut | $28.99 | Promo: 1
 插入成功: NZ Whole Beef Porterhouse | $32.99 | Promo: 0
 插入成功: Fast Fry Beef Porterhouse Steak | $36.99 | Promo: 0
 插入成功: Mega Beef Blade Steak | $26.49 | Promo: 0
 插入成功: Whole Beef Rump | $23.99 | Promo: 0
 插入成功: Beef Patties | $20.99 | Promo: 0
 插入成功: Lamb Bones | $6.99 | Promo: 0
 插入成功: Mega Beef Chuck Stewing Steak | $27.99 | Promo: 0
 插入成功: Point End Brisket | $22.99 | Promo: 0
 插入成功: NZ Cross Cut Beef Blade Steak | $25.99 | Promo: 0
 插入成功: Lamb Kidneys | $29.99 | Promo: 0
 插入成功: New York Cut Beef Rump Steak | $28.29 | Promo: 0
 插入成功: Mega Beef Topside Steak | $27.99 | Promo: 0
 插入成功: Mega Diced Beef Steak | $29.49 | Promo: 0
 插入成功: Diced Lamb | $29.99 | Promo: 1
 插入成功: Bulk Lamb Shoulder Chops | $18.99 | Promo: 0
 插入成功: Fast Fry NZ Beef Rump Steak | $25.99 | Promo: 1
 插入成功: Lamb Patties | $20.99 | Promo: 0
 插入成功: Beef Ribeye Fast Fry Steak | $42.99 | Promo: 0
 插入成功: Lamb Rack | $52.49 | Promo: 0
 插入成功: Crosscut Beef Blade Steak | $24.99 | Promo: 0
 插入成功: Beef Porterhouse Thick Cut Steak | $36.99 | Promo: 0
 插入成功: Beef Ribeye Thick Cut Steak | $42.99 | Promo: 0
 插入成功: Beef Patties Herb & Garlic | $21.99 | Promo: 0
 爬取 Egg @ store bfe3a4ae-2f6d-46ed-ba60-28451a4807bf
 正在访问: https://www.newworld.co.nz/shop/category/fresh-foods-and-bakery/dairy--eggs/eggs?storeId=bfe3a4ae-2f6d-46ed-ba60-28451a4807bf
没有弹窗按钮，或点击失败，跳过
 插入成功: Woodland Free Range Size 7 Eggs | $7.49 | Promo: 1
 插入成功: Farmer Brown Fresh Colony Size 6 Eggs | $12.99 | Promo: 0
 插入成功: Sure As Eggs Mixed Grade Eggs | $6.99 | Promo: 1
 插入成功: Farmer Brown Fresh Colony Size 8 Eggs | $8.69 | Promo: 0
 插入成功: Farmer Brown Fresh Colony Size 7 Eggs | $8.79 | Promo: 0
 插入成功: Woodland Free Range Size 6 Eggs | $9.69 | Promo: 0
 插入成功: Farmer Brown Fresh Colony Size 6 Eggs | $8.49 | Promo: 0
 插入成功: Farmer Brown Cage-Free Barn Size 6 Eggs | $8.49 | Promo: 1
 插入成功: Woodland Free Range Grade 6 Eggs | $5.49 | Promo: 1
 插入成功: Sure As Eggs Size 7 Eggs | $7.99 | Promo: 0
 插入成功: Woodland Free Range Grade 7 Eggs | $5.49 | Promo: 1
 插入成功: Woodland Free Range Size 6 Eggs | $16.99 | Promo: 0
 插入成功: Farmer Brown Barn Cage Free Size 7 Eggs | $5.99 | Promo: 0
 插入成功: Woodland Free Range Grade 8 Eggs | $7.29 | Promo: 0
 插入成功: Farmer Brown Cage-Free Barn Size 7 Eggs | $10.99 | Promo: 0
 插入成功: Farmer Brown Free Range Large Size 7 Eggs | $11.79 | Promo: 0
 插入成功: Farmer Brown Fresh Colony Size 7 Eggs | $5.79 | Promo: 0
 插入成功: Bowalley Free Range Mixed Grade Eggs | $7.99 | Promo: 0
 插入成功: Pams Free Range Free Range Size 6 Eggs | $9.99 | Promo: 0
 插入成功: New Day Free Range Mixed Grade Eggs | $10.49 | Promo: 1
 插入成功: Woodland Free Range Grade 8 Eggs | $12.19 | Promo: 0
 插入成功: Bowalley Free Range Size 7 Eggs | $10.19 | Promo: 0
 插入成功: Farmer Brown Fresh Colony Size 7 Eggs | $13.99 | Promo: 0
 插入成功: Bowalley Free Range Size 6 Eggs | $7.99 | Promo: 1
 插入成功: Farmer Brown Fresh Colony Size 8 Eggs | $6.49 | Promo: 0
 插入成功: Farmer Brown Free Range Mixed Grade Eggs | $11.19 | Promo: 0
 插入成功: Farmer Brown Barn Size 6 Eggs | $15.49 | Promo: 0
 插入成功: Zealand Farms Free Range Animal Welfare Foods Mixed Grade Eggs | $11.69 | Promo: 0
 插入成功: Lakeside Free Range Mixed Eggs | $11.99 | Promo: 0
 插入成功: Higgins Family Free Range Size 7 Eggs | $13.99 | Promo: 0
 插入成功: Lakeside Free Range Mixed Eggs | $5.89 | Promo: 1
 插入成功: New Day Free Range Size 7 Eggs | $10.69 | Promo: 0
 插入成功: New Day Free Range Mixed Grade Eggs | $5.99 | Promo: 0
 插入成功: Pams Free Range Size 7 Eggs | $6.29 | Promo: 0
 插入成功: Farmer Brown Barn Eggs Size 8 | $6.79 | Promo: 0
 插入成功: Natural Free-Range Co Natural Free-Range Eggs | $12.99 | Promo: 0
 插入成功: Farmer Brown Barn Cage Free Size 8 Eggs | $10.29 | Promo: 0
 插入成功: Zeagold Egg White Natural Protein | $14.79 | Promo: 0
 插入成功: Hen's Choice Cage Free Barn Eggs | $10.49 | Promo: 0
 插入成功: Wholesome Barn Cage Free Size 7 Eggs | $11.49 | Promo: 0
 插入成功: Wholesome New Zealand New Zealand Organic Mixed Grade Eggs | $9.99 | Promo: 1
 插入成功: Pams Free Range Size 6 Eggs | $5.99 | Promo: 0
 插入成功: Henergy Cage-Free Size 6 Eggs | $8.99 | Promo: 1
 插入成功: Hen's Choice Cage Free Barn Eggs | $5.99 | Promo: 0
 插入成功: Henergy Cage-Free A Grade Size 7 Eggs | $11.29 | Promo: 0
 插入成功: Lakeside Free Range Eggs | $16.49 | Promo: 1
 插入成功: Pams Free Range Size 8 Eggs | $6.79 | Promo: 0
 插入成功: Nutritional Farm Large Size 7 Eggs | $11.99 | Promo: 0
 插入成功: Nutritional Farm Jumbo Size 8 Eggs | $12.99 | Promo: 0
 插入成功: Henergy Barn Size 6 Eggs | $15.79 | Promo: 0
 插入成功: Nutritional Farm Mixed Grade Eggs | $11.69 | Promo: 0
 插入成功: Nutritional Farm Mixed Grade Pastured Eggs | $6.29 | Promo: 0
 插入成功: Nutritional Farm Large Pastured Size 7 Eggs | $6.69 | Promo: 0
 插入成功: Nutritional Farm Jumbo Pastured Size 8 Eggs | $6.99 | Promo: 0
 插入成功: Henergy Cage Free Size 7 Eggs | $15.99 | Promo: 1
 插入成功: Henergy Cage-Free A Grade Jumbo Eggs | $9.99 | Promo: 0
 插入成功: Pams Cage Free Barn Size 8 Eggs | $7.99 | Promo: 0
 插入成功: Woodland Egg Whites | $9.49 | Promo: 0
 插入成功: New Day Free Range Size 6 Eggs | $16.99 | Promo: 0
 爬取 Milk @ store bfe3a4ae-2f6d-46ed-ba60-28451a4807bf
 正在访问: https://www.newworld.co.nz/shop/category/fresh-foods-and-bakery/dairy--eggs/fresh-milk?storeId=bfe3a4ae-2f6d-46ed-ba60-28451a4807bf
没有弹窗按钮，或点击失败，跳过
 插入成功: Value Standard Milk | $4.39 | Promo: 0
 插入成功: Value Standard Milk | $6.65 | Promo: 0
 插入成功: Pams Standard Milk | $4.99 | Promo: 0
 插入成功: Pams Standard Milk | $2.95 | Promo: 0
 插入成功: Pams Lite Milk | $4.99 | Promo: 0
 插入成功: Meadow Fresh Original Fresh Milk | $5.59 | Promo: 0
 插入成功: Value Trim Milk | $4.39 | Promo: 0
 插入成功: Meadow Fresh Original Fresh Milk | $3.39 | Promo: 0
 插入成功: Pams Standard Milk | $7.99 | Promo: 0
 插入成功: Pams Trim Milk | $2.95 | Promo: 0
 插入成功: Pams Calci Smart Milk | $6.29 | Promo: 0
 插入成功: Pams Trim Milk | $4.99 | Promo: 0
 插入成功: Pams Lite Milk | $2.95 | Promo: 0
 插入成功: Meadow Fresh Original Fresh Milk | $1.65 | Promo: 0
 插入成功: Meadow Fresh Calci-Trim Fresh Milk | $6.75 | Promo: 0
 插入成功: Pams Calci Smart Milk | $3.55 | Promo: 0
 插入成功: Meadow Fresh Calci-Trim Fresh Milk | $3.65 | Promo: 0
 插入成功: Meadow Fresh Lite Fresh Milk | $5.59 | Promo: 0
 插入成功: Meadow Fresh Original Fresh Milk | $8.39 | Promo: 0
 插入成功: Meadow Fresh Trim Fresh Milk | $5.59 | Promo: 0
 插入成功: Meadow Fresh Trim Fresh Milk | $3.39 | Promo: 0
 插入成功: Anchor A2 Blue Milk | $7.49 | Promo: 0
 插入成功: Value Trim Milk | $6.65 | Promo: 0
 插入成功: Meadow Fresh Lite Fresh Milk | $3.39 | Promo: 0
 插入成功: Meadow Fresh Farmhouse Fresh Full Cream Milk | $6.89 | Promo: 0
 插入成功: Pams Trim Milk | $7.99 | Promo: 0
 插入成功: Meadow Fresh Trim Fresh Milk | $1.65 | Promo: 0
 插入成功: Naturalea Organic Milk | $4.89 | Promo: 0
 插入成功: Meadow Fresh Cultured Buttermilk | $5.15 | Promo: 0
 插入成功: Meadow Fresh Organic Original Fresh Milk | $7.49 | Promo: 0
 插入成功: Lewis Road Creamery A2 Protein Homogenised Milk | $7.29 | Promo: 0
 插入成功: Anchor A2 Lite Milk | $7.49 | Promo: 0
 插入成功: Lewis Road Creamery Non-Homogenised Jersey Milk | $6.75 | Promo: 0
 插入成功: Lewis Road Creamery Half & Half Jersey Milk | $7.49 | Promo: 0
 插入成功: Puhoi Valley Fresh Creamy Half & Half Milk | $7.55 | Promo: 0
 插入成功: Puhoi Valley Black Forest Milk with Real Chocolate | $3.69 | Promo: 1
 插入成功: Puhoi Valley Black Forest Milk With Real Chocolate | $8.59 | Promo: 0
 爬取 Meat @ store bfe3a4ae-2f6d-46ed-ba60-28451a4807bf
 正在访问: https://www.newworld.co.nz/shop/category/fresh-foods-and-bakery/butchery/fresh-beef--lamb?storeId=bfe3a4ae-2f6d-46ed-ba60-28451a4807bf
没有弹窗按钮，或点击失败，跳过
 插入成功: Prime Beef Mince | $20.49 | Promo: 0
 插入成功: Lamb Leg Roast | $18.79 | Promo: 1
 插入成功: NZ Premium Beef Mince | $21.99 | Promo: 1
 插入成功: Lamb Shoulder Chops | $17.99 | Promo: 1
 插入成功: Beef Rump Steak | $25.99 | Promo: 1
 插入成功: Lamb Steak | $24.99 | Promo: 1
 插入成功: Wilson Hellaby Corned Silverside | $17.89 | Promo: 0
 插入成功: Lamb Butterfly Leg Roasts | $29.99 | Promo: 1
 插入成功: Beef Scotch Fillet Steak | $42.99 | Promo: 0
 插入成功: NZ Beef Porterhouse Steak | $36.99 | Promo: 0
 插入成功: Lamb Loin Chops | $28.99 | Promo: 0
 插入成功: Vacuum Packed Whole Lamb Leg | $18.79 | Promo: 1
 插入成功: NZ Beef Schnitzel | $27.49 | Promo: 0
 插入成功: Mega Lamb Shoulder Chops | $17.99 | Promo: 1
 插入成功: Crumbed Beef Schnitzel | $27.49 | Promo: 0
 插入成功: Beef Fillet Steak | $63.99 | Promo: 0
 插入成功: NZ Stir Fry Beef | $30.49 | Promo: 0
 插入成功: NZ Diced Beef | $30.49 | Promo: 0
 插入成功: Mega Beef Rump Steak | $27.99 | Promo: 0
 插入成功: Beef Soup Bones | $6.99 | Promo: 0
 插入成功: Mega Beef Steak Mince | $19.49 | Promo: 0
 插入成功: NZ Beef Bolar Roast | $26.49 | Promo: 0
 插入成功: NZ Beef Blade Steak | $27.49 | Promo: 0
 插入成功: Mega Beef Porterhouse Steak | $35.99 | Promo: 0
 插入成功: Harris Farms Corned Silverside Beef | $20.05 | Promo: 0
 插入成功: Lamb Mince | $27.99 | Promo: 0
 插入成功: Harris Farms Italian Shorts Beef Sausages | $9.39 | Promo: 0
 插入成功: NZ Beef Topside Roast | $27.99 | Promo: 0
 插入成功: NZ Beef Chuck Steak | $28.49 | Promo: 0
 插入成功: Unsliced Beef Fillet Steak | $63.99 | Promo: 0
 插入成功: NZ Tenderised Beef Steak | $29.49 | Promo: 0
 插入成功: Lamb Shanks (Knuckles) | $28.49 | Promo: 0
 插入成功: Premium Quality Beef Mince | $23.49 | Promo: 0
 插入成功: Mega Beef Ribeye Steak | $41.99 | Promo: 0
 插入成功: Mega Lamb Loin Chops | $27.99 | Promo: 0
 插入成功: Beef Rolled Rib Roast Plain | $21.99 | Promo: 0
 插入成功: NZ Lambs Fry | $13.99 | Promo: 0
 插入成功: Whole Beef Ribeye | $39.99 | Promo: 0
 插入成功: NZ Frenched Lamb Rack | $58.99 | Promo: 0
 插入成功: Beef Cheeks | $28.99 | Promo: 0
 插入成功: Beef Rump Roast | $27.29 | Promo: 0
 插入成功: NZ Lamb Boneless Rolled Forquarter | $29.99 | Promo: 0
 插入成功: Lamb Hearts | $15.49 | Promo: 0
 插入成功: Whole Beef Fillet | $48.99 | Promo: 0
 插入成功: Beef Rump Steak Eye Cut | $28.99 | Promo: 1
 插入成功: NZ Whole Beef Porterhouse | $32.99 | Promo: 0
 插入成功: Fast Fry Beef Porterhouse Steak | $36.99 | Promo: 0
 插入成功: Mega Beef Blade Steak | $26.49 | Promo: 0
 插入成功: Whole Beef Rump | $23.99 | Promo: 0
 插入成功: Beef Patties | $20.99 | Promo: 0
 插入成功: Lamb Bones | $6.99 | Promo: 0
 插入成功: Mega Beef Chuck Stewing Steak | $27.99 | Promo: 0
 插入成功: Point End Brisket | $22.99 | Promo: 0
 插入成功: NZ Cross Cut Beef Blade Steak | $25.99 | Promo: 0
 插入成功: Lamb Kidneys | $29.99 | Promo: 0
 插入成功: New York Cut Beef Rump Steak | $28.29 | Promo: 0
 插入成功: Mega Beef Topside Steak | $27.99 | Promo: 0
 插入成功: Mega Diced Beef Steak | $29.49 | Promo: 0
 插入成功: Diced Lamb | $29.99 | Promo: 1
 插入成功: Bulk Lamb Shoulder Chops | $18.99 | Promo: 0
 插入成功: Fast Fry NZ Beef Rump Steak | $25.99 | Promo: 1
 插入成功: Lamb Patties | $20.99 | Promo: 0
 插入成功: Beef Ribeye Fast Fry Steak | $42.99 | Promo: 0
 插入成功: Lamb Rack | $52.49 | Promo: 0
 插入成功: Crosscut Beef Blade Steak | $24.99 | Promo: 0
 插入成功: Beef Porterhouse Thick Cut Steak | $36.99 | Promo: 0
 插入成功: Beef Ribeye Thick Cut Steak | $42.99 | Promo: 0
 插入成功: Beef Patties Herb & Garlic | $21.99 | Promo: 0
NewWorld data successfully collected
====================================================================
Exception ignored in: <function Chrome.__del__ at 0x000002A3716E47C0>
Traceback (most recent call last):
  File "C:\Python311\Lib\site-packages\undetected_chromedriver\__init__.py", line 843, in __del__
  File "C:\Python311\Lib\site-packages\undetected_chromedriver\__init__.py", line 798, in quit
OSError: [WinError 6] 句柄无效。
 pipeline_newworld.py 执行完成

开始运行: pipeline_paknsave.py
 爬取 Egg @ store 4a279605-eaa8-470d-bcd4-0a9e3c9ab43b
正在访问: https://www.paknsave.co.nz/shop/category/fresh-foods-and-bakery/dairy--eggs/eggs?storeId=4a279605-eaa8-470d-bcd4-0a9e3c9ab43b
没有弹窗按钮，或点击失败，跳过
✅ 插入成功: Farmer Brown Fresh Colony Size 7 Eggs | $7.99 | Promo: 0
✅ 插入成功: Sure As Eggs Mixed Grade Eggs | $7.29 | Promo: 0
✅ 插入成功: Woodland Free Range Size 7 Eggs | $8.99 | Promo: 0
✅ 插入成功: Woodland Free Range Size 6 Eggs | $8.69 | Promo: 0
✅ 插入成功: Farmer Brown Cage-Free Barn Size 6 Eggs | $7.99 | Promo: 1
✅ 插入成功: Farmer Brown Fresh Colony Size 6 Eggs | $7.99 | Promo: 0
✅ 插入成功: Woodland Free Range Size 6 Eggs | $12.59 | Promo: 1
✅ 插入成功: Sure As Eggs Size 7 Eggs | $7.49 | Promo: 0
✅ 插入成功: Farmer Brown Fresh Colony Size 6 Eggs | $11.79 | Promo: 0
✅ 插入成功: Quail Valley Free Range Mixed Grade Eggs | $10.49 | Promo: 0
✅ 插入成功: Woodland Free Range Grade 6 Eggs | $5.99 | Promo: 0
✅ 插入成功: Farmer Brown Barn Size 6 Eggs | $14.29 | Promo: 0
✅ 插入成功: Farmer Brown Barn Cage Free Size 7 Eggs | $5.49 | Promo: 0
✅ 插入成功: Bowalley Free Range Mixed Grade Eggs | $7.49 | Promo: 0
✅ 插入成功: New Day Free Range Mixed Grade Eggs | $10.99 | Promo: 0
✅ 插入成功: Farmer Brown Fresh Colony Size 8 Eggs | $7.49 | Promo: 1
✅ 插入成功: Bowalley Free Range Size 6 Eggs | $8.29 | Promo: 0
✅ 插入成功: Zealand Farms Free Range Animal Welfare Foods Mixed Grade Eggs | $8.99 | Promo: 1
✅ 插入成功: Farmer Brown Free Range Large Size 7 Eggs | $11.29 | Promo: 0
